Adjustment,Date,Company,ISIN
-,2025-02-10,Asmodee Group SE,SE0023615638
+,2025-02-04,Asmodee Group SE,SE0023615638
-,2025-02-03,DS Smith,GB0008220112
+,2025-02-03,Embracer Group,SE0023615885
-,2025-01-17,Britvic,GB00B0N8QD54
+,2025-01-17,Plus500,IL0011284465
-,2024-12-23,Aixtron,DE000A0WMPJ6
+,2024-12-23,Banca Generali,IT0001031084
+,2024-12-23,Bridgepoint Grp,GB00BND88V85
+,2024-12-23,Carnival,GB0031215220
-,2024-12-23,Hays,GB0004161021
-,2024-12-23,Hugo Boss,DE000A1PHFF7
-,2024-12-23,Ipsos,FR0000073298
-,2024-12-23,OCI,NL0010558797
+,2024-12-23,Playtch,IM00B7S9G985
+,2024-12-23,Redcare Pharmacy,NL0012044747
-,2024-12-23,SES SA,LU0088087324
+,2024-12-23,Sparebank 1 Sor,NO0010631567
+,2024-12-23,TP ICAP Group,JE00BMDZN391
-,2024-12-23,Volvo Car AB,SE0021628898
+,2024-12-23,Vopak,NL0009432491
+,2024-12-23,VZ Holding,CH0528751586
-,2024-12-23,Wacker Chemie,DE000WCH8881
-,2024-12-23,Worldline,FR0011981968
-,2024-12-17,Havas,NL0015002AH0
-,2024-12-17,Louis Hachette,FR001400TL40
-,2024-12-17,Vivendi,FR0000127771
+,2024-12-16,Canal+,FR001400T0D6
+,2024-12-16,Havas,NL0015002AH0
+,2024-12-16,Louis Hachette,FR001400TL40
-,2024-10-01,Darktrace,GB00BNYK8G86
+,2024-10-01,Sulzer,CH0038388911
+,2024-09-30,Banca Mediolanum,IT0004776628
-,2024-09-30,VMUK,GB00BD6GN030
+,2024-09-23,Bavarian Nordic,DK0015998017
+,2024-09-23,CVC Cap Prtnr,JE00BRX98089
+,2024-09-23,Finance Tubize,BE0003823409
-,2024-09-23,Flutter,IE00BWT6H894
-,2024-09-23,Forvia,FR0000121147
-,2024-09-23,Indivior,GB00BN4HT335
+,2024-09-23,Puig Brands,ES0105777017
+,2024-09-23,Shaftesbury Cap,GB00B62G9D36
-,2024-09-23,Thyssenkrupp,DE0007500001
-,2024-09-23,Ubisoft Ent,FR0000054470
+,2024-07-03,Saipem,IT0005495657
-,2024-07-03,Smurfit WestRock,IE00028FXN24
-,2024-07-02,Kalmar,FI4000571054
+,2024-07-01,Kalmar,FI4000571054
+,2024-06-24,ALK-Abello,DK0061802139
-,2024-06-24,CRH,IE0001827041
-,2024-06-24,Evotec,DE0005664809
-,2024-06-24,Fabege,SE0011166974
+,2024-06-24,FLSmidth,DK0010234467
+,2024-06-24,Fugro,NL00150003E1
+,2024-06-24,Galderma Grp,CH1335392721
-,2024-06-24,Hellofresh,DE000A161408
+,2024-06-24,Kemira,FI0009004824
-,2024-06-24,Kojamo,FI4000312251
+,2024-06-24,Munters Group,SE0009806607
+,2024-06-24,Mycronic,SE0000375115
+,2024-06-24,Neoen,FR0011675362
-,2024-06-24,Remy Cointreau,FR0000130395
-,2024-06-24,SSP Group,GB00BGBN7C04
-,2024-06-24,TeamViewer,DE000A2YN900
-,2024-06-24,Topdanmark,DK0060477503
+,2024-06-24,TUI,DE000TUAG505
+,2024-06-24,Var Energi,NO0011202772
-,2024-06-24,WH Smith,GB00B2PDGW16
+,2024-06-03,Darktrace,GB00BNYK8G86
-,2024-06-03,TUI,DE000TUAG505
-,2024-05-01,Svitzer Group,DK0062616637
+,2024-04-30,Svitzer Group,DK0062616637
-,2024-04-29,Adevinta,NO0010844038
+,2024-04-29,Iveco Group,NL0015000LU4
-,2024-03-18,Billerud AB,SE0000862997
+,2024-03-18,Cargotec,FI4000571013
+,2024-03-18,Comet,CH0360826991
-,2024-03-18,Dowlais Group,GB00BMWRZ071
+,2024-03-18,easyJet,GB00B7KR2P84
-,2024-03-18,Embracer Group,SE0023615885
-,2024-03-18,Encavis,DE0006095003
-,2024-03-18,Harbour Energy,GB00BMBVGQ36
+,2024-03-18,Hemnet Group,SE0015671995
+,2024-03-18,Inficon Holding,CH0011029946
-,2024-03-18,Inmobiliaria Col,ES0139140174
+,2024-03-18,Ipsos,FR0000073298
+,2024-03-18,Unipol,IT0004810054
-,2024-03-18,Watches of CH,GB00BJDQQ870
+,2024-03-05,Banca Sondrio,IT0000784196
-,2024-03-05,LXI,GB00BYQ46T41
-,2024-02-02,Pluxe,NL0015001W49
+,2024-02-01,Pluxe,NL0015001W49
+,2024-02-01,Wallenstam,SE0017780133
-,2024-01-31,Chr Hansen Hldg,DK0060227585
-,2024-01-16,Dechra Pharms,GB0009633180
+,2024-01-16,Raiffeisen Intl,AT0000606306
+,2023-12-18,Adevinta,NO0010844038
-,2023-12-18,Air France KLM,FR001400J770
-,2023-12-18,ams OSRAM,AT0000A3EPA4
+,2023-12-18,Banco Com Port,PTBCP0AM0015
-,2023-12-18,CNH Industrial,NL0010545661
+,2023-12-18,Cranswick,GB0002318888
-,2023-12-18,Energean,GB00BG12Y042
+,2023-12-18,Flutter,IE00BWT6H894
-,2023-12-18,Flutter,IE00BWT6H894
-,2023-12-18,Genus,GB0002074580
-,2023-12-18,Kindred Group,SE0007871645
+,2023-12-18,Monte dei Paschi,IT0005508921
-,2023-12-18,Nel,NO0010081235
-,2023-12-18,Semiconductor,NO0003055501
+,2023-12-18,Swissquote Group,CH0010675863
+,2023-12-18,TAG,DE0008303504
+,2023-12-18,Vallourec,FR0013506730
+,2023-12-18,Zealand Pharma,DK0060257814
-,2023-12-12,Solvay,BE0003470755
+,2023-12-11,Syensq,BE0974464977
-,2023-10-05,OSB Group,GB00BLDRH360
+,2023-10-04,Sandoz Grp,CH1243598427
-,2023-10-03,Mandatum,FI4000552526
+,2023-10-02,Mandatum,FI4000552526
+,2023-09-27,Konecranes,FI0009005870
-,2023-09-27,Simcorp,DK0060495240
+,2023-09-18,Accelleron Inds,CH1169360919
-,2023-09-18,ALK-Abello,DK0061802139
-,2023-09-18,Bavarian Nordic,DK0015998017
+,2023-09-18,Buzzi,IT0001347308
+,2023-09-18,CD Projekt,PLOPTTC00011
-,2023-09-18,Close Brothers,GB0007668071
-,2023-09-18,Corp Acciona Ene,ES0105563003
-,2023-09-18,CRH,IE0001827041
+,2023-09-18,CRH,IE0001827041
+,2023-09-18,Hochtief,DE0006070006
+,2023-09-18,TeamViewer,DE000A2YN900
-,2023-09-18,Telefonica DE,DE000A1J5RX9
-,2023-06-19,Aroundtown,LU1673108939
+,2023-06-19,Azelis Group,BE0974400328
-,2023-06-19,Future PLC,GB00BYZN9041
-,2023-06-19,Hexatronic Group,SE0018040677
+,2023-06-19,InPost,LU2290522684
+,2023-06-19,NKT,DK0010287663
-,2023-06-19,Samhall Norden,SE0009554454
+,2023-06-19,Santander BP,PLBZ00000044
+,2023-06-19,SFS Grp,CH0239229302
-,2023-06-19,Sinch,SE0016101844
+,2023-06-19,SSP Group,GB00BGBN7C04
-,2023-06-19,United Internet,DE0005089031
-,2023-06-19,Wallenstam,SE0017780133
+,2023-06-19,WH Smith,GB00B2PDGW16
-,2023-06-13,Credit Suisse Gp,CH0012138530
+,2023-06-13,Lagercrantz Gr,SE0014990966
+,2023-05-10,TUI,DE000TUAG505
-,2023-05-10,Vantage Towers,DE000A3H3LL2
-,2023-05-05,E.D.F.,FR0010242511
+,2023-05-05,Gerresheimer,DE000A0LD6E6
-,2023-04-21,TUI,DE000TUAG505
+,2023-04-20,Dowlais Group,GB00BMWRZ071
-,2023-04-19,Dsm,NL0000009827
+,2023-04-19,DSM-Firmenich,CH1216478797
+,2023-03-20,Air France KLM,FR001400J770
-,2023-03-20,Alfen,NL0012817175
-,2023-03-20,Assura,GB00BVGBWW93
+,2023-03-20,Azimut,IT0003261697
+,2023-03-20,BPER Banca,IT0000066123
-,2023-03-20,CMB.TECH,BE0003816338
+,2023-03-20,Embracer Group,SE0023615885
-,2023-03-20,Ferguson Entps,US31488V1070
+,2023-03-20,Frontline,CY0200352116
-,2023-03-20,Netcompany Group,DK0060952919
-,2023-03-20,Oxford Nanopore,GB00BP6S8Z30
-,2023-03-20,PHP UK,GB00BYRJ5J14
+,2023-03-20,Sydbank,DK0010311471
+,2023-03-20,Technip Energ,NL0014559478
-,2023-03-20,Victrex,GB0009292243
+,2023-03-20,Vidrala,ES0183746314
-,2023-02-27,Linde,IE000S9YS762
+,2023-02-27,Sinch,SE0016101844
-,2023-01-18,AVEVA GROUP,GB00BBG9VN75
+,2023-01-18,Brunello,IT0004764699
+,2023-01-04,CMB.TECH,BE0003816338
-,2023-01-04,Homeserve,GB00BYYTFB60
-,2022-12-23,Siemens Gamesa R,ES0143416115
+,2022-12-23,Talanx,DE000TLX1005
-,2022-12-19,Adevinta,NO0010844038
-,2022-12-19,Bridgepoint Grp,GB00BND88V85
+,2022-12-19,Cembra Money Bk,CH0225173167
-,2022-12-19,Darktrace,GB00BNYK8G86
+,2022-12-19,Energean,GB00BG12Y042
+,2022-12-19,Porsche,DE000PAG9113
-,2022-12-19,Proximus,BE0003810273
+,2022-12-19,Subsea 7,LU0075646355
+,2022-12-19,Verallia,FR0013447729
-,2022-12-19,Viaplay Group,SE0012116390
+,2022-12-19,Viscofan,ES0184262212
-,2022-12-19,Vitrolife,SE0011205202
+,2022-12-01,Hexatronic Group,SE0018040677
-,2022-12-01,Swedish Match,SE0015812219
+,2022-11-30,AIB Group,IE00BF0L3536
-,2022-11-30,Mundys,IT0003506190
-,2022-10-04,Accelleron Inds,CH1169360919
+,2022-10-03,Accelleron Inds,CH1169360919
-,2022-09-19,AddLife,SE0014401378
+,2022-09-19,Alfen,NL0012817175
-,2022-09-19,Atos,FR0000051732
-,2022-09-19,AutoStore Hldg,BMG0670A1099
+,2022-09-19,Balfour Beatty,GB0000961622
+,2022-09-19,Bavarian Nordic,DK0015998017
+,2022-09-19,BCV Group,CH0531751755
+,2022-09-19,BKW,CH0130293662
+,2022-09-19,Computacenter,GB00BV9FP302
+,2022-09-19,Corp Acciona Ene,ES0105563003
+,2022-09-19,Darktrace,GB00BNYK8G86
-,2022-09-19,Dometic Grp,SE0007691613
-,2022-09-19,easyJet,GB00B7KR2P84
+,2022-09-19,Encavis,DE0006095003
-,2022-09-19,Exor nv,NL0012059018
+,2022-09-19,Exor nv,NL0012059018
-,2022-09-19,Fluidr,ES0137650018
+,2022-09-19,Industrivarden,SE0000107203
-,2022-09-19,Industrivarden,SE0000190126
-,2022-09-19,Interroll,CH0006372897
-,2022-09-19,Intl Group,JE00BYVQYS01
+,2022-09-19,Lindt & Spruengl,CH0010570767
-,2022-09-19,Lindt & Spruengl,CH0010570759
+,2022-09-19,Lotus Bakeries,BE0003604155
+,2022-09-19,LXI,GB00BYQ46T41
-,2022-09-19,Prosieben Media,DE000PSM7770
-,2022-09-19,Raiffeisen Intl,AT0000606306
+,2022-09-19,Serco Group,GB0007973794
-,2022-09-19,Sinch,SE0016101844
-,2022-09-19,Storskogen Group,SE0016797732
-,2022-09-19,TAG,DE0008303504
+,2022-09-19,Tietoevry,FI0009000277
+,2022-09-19,Topdanmark,DK0060477503
-,2022-09-19,Uniper,DE000UNSE026
+,2022-09-13,Assura,GB00BVGBWW93
-,2022-09-13,Meggitt,GB0005758098
-,2022-09-12,Avast,GB00BDD85M81
+,2022-09-12,Nel,NO0010081235
-,2022-09-01,Alleima,SE0017615644
+,2022-08-26,Alleima,SE0017615644
+,2022-08-01,QinetiQ Group,GB00B0WMWD03
-,2022-08-01,Ultra Elctrncs,GB0009123323
-,2022-07-19,Wizz Air Hldgs,JE00BN574F90
+,2022-07-18,Haleon,GB00BMX86B70
+,2022-06-23,Jyske Bank,DK0010307958
-,2022-06-23,Orron Energy,SE0000825820
+,2022-06-20,Aixtron,DE000A0WMPJ6
+,2022-06-20,Axfood,SE0006993770
-,2022-06-20,CD Projekt,PLOPTTC00011
-,2022-06-20,Colruyt Group,BE0974256852
-,2022-06-20,Dr Martens,GB00BL6NGV24
-,2022-06-20,Emeis,FR001400NLM4
+,2022-06-20,Fortnox,SE0017161243
+,2022-06-20,GT Tech,FR0011726835
+,2022-06-20,Harbour Energy,GB00BMBVGQ36
+,2022-06-20,Indivior,GB00BN4HT335
-,2022-06-20,MIPS,SE0009216278
+,2022-06-20,Nexans,FR0000044448
-,2022-06-20,Nokian Tyres,FI0009005318
+,2022-06-20,OCI,NL0010558797
-,2022-06-20,Qt Group,FI4000198031
-,2022-06-20,Quilter,GB00BNHSJN34
-,2022-06-20,S4 Capital,GB00BFZZM640
+,2022-06-20,Saab,SE0021921269
-,2022-06-20,Schibsted,NO0003028904
+,2022-06-20,Telefonica DE,DE000A1J5RX9
-,2022-06-20,Vifor Pharma,CH0364749348
+,2022-06-20,Wacker Chemie,DE000WCH8881
-,2022-06-09,CNP Assurances,FR0000120222
+,2022-06-09,Nordne,SE0015192067
-,2022-05-09,Euroapi,FR0014008VX5
+,2022-05-06,Euroapi,FR0014008VX5
-,2022-03-21,Afry,SE0005999836
+,2022-03-21,Aurubis,DE0006766504
-,2022-03-21,Auto1 Grp,DE000A2LQ884
-,2022-03-21,Countryside,GB00BYPHNG03
+,2022-03-21,Dassault Avi,FR0014004L86
-,2022-03-21,Deliveroo,GB00BNC5T391
+,2022-03-21,DKSH Hldg,CH0126673539
-,2022-03-21,DocMorris,CH0042615283
+,2022-03-21,easyJet,GB00B7KR2P84
-,2022-03-21,Gerresheimer,DE000A0LD6E6
-,2022-03-21,InPost,LU2290522684
-,2022-03-21,Iveco Group,NL0015000LU4
+,2022-03-21,Kongsberg Gruppe,NO0003043309
+,2022-03-21,OSB Group,GB00BLDRH360
-,2022-03-21,Solidcore Resour,JE00B6T5S470
+,2022-03-21,SSAB,SE0000120669
+,2022-03-21,Ultra Elctrncs,GB0009123323
+,2022-03-21,Vantage Towers,DE000A3H3LL2
+,2022-02-18,Drax Group,GB00B1VNSX38
-,2022-02-18,TechnipFMC,GB00BDSFG982
-,2022-02-14,EVRAZ,GB00B71N6K86
+,2022-02-14,Hugo Boss,DE000A1PHFF7
-,2022-02-11,Alstria Office,DE000A0LD2U1
+,2022-02-11,Investec,GB00B17BBQ50
+,2022-02-04,K&S,DE000KSAG888
-,2022-02-04,Vigie,FR0010613471
+,2022-01-31,Beazley,GB00BYQ0JC66
-,2022-01-31,BHP Group,GB00BH0P3Z91
-,2022-01-04,Vopak,NL0009432491
+,2022-01-03,Iveco Group,NL0015000LU4
-,2021-12-27,ICA Gruppen,SE0000652216
+,2021-12-27,Interroll,CH0006372897
+,2021-12-20,ALK-Abello,DK0061802139
-,2021-12-20,Ashmore Group,GB00B132NW22
+,2021-12-20,AutoStore Hldg,BMG0670A1099
-,2021-12-20,Carnival,GB0031215220
+,2021-12-20,CNP Assurances,FR0000120222
-,2021-12-20,Corbion,NL0010583399
+,2021-12-20,D'Ieteren Group,BE0974259880
-,2021-12-20,Darktrace,GB00BNYK8G86
-,2021-12-20,Dassault Avi,FR0014004L86
-,2021-12-20,Entra,NO0010716418
-,2021-12-20,Galapagos,BE0003818359
-,2021-12-20,Grand City Prop,LU0775917882
+,2021-12-20,MIPS,SE0009216278
+,2021-12-20,Oxford Nanopore,GB00BP6S8Z30
+,2021-12-20,Ringkjobing Labk,DK0060854669
+,2021-12-20,Safestore Holdg,GB00B1N7Z094
+,2021-12-20,Sectra,SE0022419784
+,2021-12-20,Storskogen Group,SE0016797732
-,2021-12-20,TeamViewer,DE000A2YN900
-,2021-12-20,THG,GB00BMTV7393
+,2021-12-20,Volvo Car AB,SE0021628898
+,2021-12-20,Watches of CH,GB00BJDQQ870
-,2021-12-20,WH Smith,GB00B2PDGW16
-,2021-12-20,Zooplus,DE0005111702
-,2021-12-13,Assura,GB00BVGBWW93
+,2021-12-10,Daimler Trk Hldg,DE000DTR0CK8
-,2021-10-29,Deutsche Wohn,DE000A0HN5C6
+,2021-10-29,Zooplus,DE0005111702
+,2021-10-27,Darktrace,GB00BNYK8G86
-,2021-10-27,WM Morrison Supe,GB0006043169
-,2021-09-22,Idorsia,CH0363463438
+,2021-09-21,Unvrsl Music Grp,NL0015000IY2
+,2021-09-20,Arcadis,NL0006237562
+,2021-09-20,Big Yellow Grp,GB0002869419
+,2021-09-20,Bridgepoint Grp,GB00BND88V85
-,2021-09-20,Cembra Money Bk,CH0225173167
-,2021-09-20,easyJet,GB00B7KR2P84
-,2021-09-20,MorphoSys,DE0006632003
-,2021-09-20,Nel,NO0010081235
+,2021-09-20,Qt Group,FI4000198031
-,2021-09-20,Scatec,NO0010715139
-,2021-09-20,Stadler Rail,CH0002178181
+,2021-09-20,Vitrolife,SE0011205202
+,2021-09-20,Wise,GB00BL9YR756
-,2021-09-17,Vitesco Tech Grp,DE000VTSC017
+,2021-09-16,Vitesco Tech Grp,DE000VTSC017
-,2021-08-31,Dialog UK,GB0059822006
+,2021-08-31,LPP,PLLPP0000011
+,2021-08-06,Bachem Holding,CH1176493729
-,2021-08-06,UDG Healthcare,IE0033024807
+,2021-07-14,AddLife,SE0014401378
-,2021-07-14,Natixis,FR0000120685
+,2021-06-21,Allfunds Group,GB00BNTJ3546
+,2021-06-21,Auto1 Grp,DE000A2LQ884
-,2021-06-21,BCV Group,CH0531751755
-,2021-06-21,Beazley,GB00BYQ0JC66
+,2021-06-21,Christian Dior,FR0000130403
-,2021-06-21,CNP Assurances,FR0000120222
+,2021-06-21,Deliveroo,GB00BNC5T391
+,2021-06-21,Dr Martens,GB00BL6NGV24
+,2021-06-21,Fluidr,ES0137650018
-,2021-06-21,Grainger,GB00B04V1276
+,2021-06-21,Greggs,GB00B63QSB39
-,2021-06-21,Iliad,FR0004035913
+,2021-06-21,Millicom Intl,SE0001174970
-,2021-06-21,Redcare Pharmacy,NL0012044747
+,2021-06-21,Reply,IT0005282865
+,2021-06-21,S4 Capital,GB00BFZZM640
-,2021-06-21,SBM Offshore,NL0000360618
-,2021-06-21,SoftwareOne Hldg,CH0496451508
-,2021-06-21,Trainline,GB00BKDTK925
-,2021-06-21,Viscofan,ES0184262212
-,2021-06-08,Thungela Rsrcs,ZAE000296554
+,2021-06-07,Thungela Rsrcs,ZAE000296554
+,2021-06-01,Future PLC,GB00BYZN9041
+,2021-06-01,Grafton Grp,IE00B00MZ448
-,2021-06-01,RSA Ins Grp,GB00BKKMKR23
-,2021-06-01,Signature Aviati,GB00BKDM7X41
-,2021-04-30,Linea Directa,ES0105546008
-,2021-04-29,Kaz Minerals,GB00B0HZPV38
+,2021-04-29,Linea Directa,ES0105546008
+,2021-04-29,Vistry Group,GB0001859296
-,2021-04-19,G4S,GB00B01FLG62
+,2021-04-19,Softcat,GB00BYZDVK82
+,2021-04-06,easyJet,GB00B7KR2P84
-,2021-04-06,William Hill,GB0031698896
-,2021-03-22,Adler Group,LU1250154413
+,2021-03-22,Avanza Bk Hldg,SE0012454072
-,2021-03-22,Axfood,SE0006993770
+,2021-03-22,Bucher,CH0002432174
-,2021-03-22,Cranswick,GB0002318888
-,2021-03-22,Fresnillo,GB00B2QPKJ12
-,2021-03-22,Icad,FR0000035081
+,2021-03-22,InPost,LU2290522684
+,2021-03-22,Kaz Minerals,GB00B0HZPV38
+,2021-03-22,Kindred Group,SE0007871645
+,2021-03-22,Redcare Pharmacy,NL0012044747
-,2021-03-22,Saab,SE0021921269
+,2021-03-22,Semiconductor,NO0003055501
-,2021-03-22,Siltronic,DE000WAF3001
-,2021-03-22,Telefonica DE,DE000A1J5RX9
-,2021-03-22,Topdanmark,DK0060477503
-,2021-03-22,Varta,DE000A0TGJ55
+,2021-03-22,VMUK,GB00BD6GN030
+,2021-03-22,WH Smith,GB00B2PDGW16
+,2021-03-22,Wizz Air Hldgs,JE00BN574F90
-,2021-02-22,Technip Energ,NL0014559478
+,2021-02-16,Technip Energ,NL0014559478
-,2021-01-27,Altice EU,NL0011333752
+,2021-01-27,Signature Aviati,GB00BKDM7X41
+,2021-01-18,Avolta,CH0023405456
-,2021-01-18,Peugeot,FR0000121501
+,2020-12-21,Allegro.eu,LU2237380790
-,2020-12-21,Cancom,DE0005419105
-,2020-12-21,Centamin,JE00B5TT1872
+,2020-12-21,Countryside,GB00BYPHNG03
-,2020-12-21,H.Lundbeck,DK0010287234
-,2020-12-21,LPP,PLLPP0000011
-,2020-12-21,MONY Grp,GB00B1ZBKY84
-,2020-12-21,Ntwrk Intl Hldg,GB00BH3VJ782
+,2020-12-21,Sagax,SE0005127818
+,2020-12-21,Scatec,NO0010715139
-,2020-12-21,Signature Aviati,GB00BKDM7X41
+,2020-12-21,Siltronic,DE000WAF3001
+,2020-12-21,THG,GB00BMTV7393
-,2020-12-21,TP ICAP Group,JE00BMDZN391
+,2020-12-21,TUI,DE000TUAG505
+,2020-12-21,Viaplay Group,SE0012116390
+,2020-11-30,DocMorris,CH0042615283
-,2020-11-30,Unilever,NL0000388619
-,2020-11-12,Ingenico Group,FR0000125346
+,2020-11-12,Siegfried Holg,CH0014284498
+,2020-11-06,EDP Renovaveis,ES0127797019
-,2020-11-06,Sunrise CHE,CH0267291224
-,2020-10-29,Ibercom,ES0184696104
+,2020-10-29,William Hill,GB0031698896
-,2020-09-29,Grenke,DE000A161N30
+,2020-09-28,Siemens Energ,DE000ENER6Y0
+,2020-09-21,Adler Group,LU1250154413
+,2020-09-21,Afry,SE0005999836
+,2020-09-21,Beijer Ref,SE0015949748
-,2020-09-21,Christian Dior,FR0000130403
+,2020-09-21,Corbion,NL0010583399
+,2020-09-21,Dino Polska,PLDINPL00011
-,2020-09-21,easyJet,GB00B7KR2P84
-,2020-09-21,Fraport Airport,DE0005773303
+,2020-09-21,Fresnillo,GB00B2QPKJ12
-,2020-09-21,Great Portland,GB00BF5H9P87
-,2020-09-21,Greggs,GB00B63QSB39
-,2020-09-21,Hochtief,DE0006070006
+,2020-09-21,Ibercom,ES0184696104
+,2020-09-21,Inwit,IT0005090300
+,2020-09-21,JDE Peets,NL0014332678
+,2020-09-21,LondonMetrc Prty,GB00B4WFW713
-,2020-09-21,Loomis,SE0014504817
-,2020-09-21,Mapfre,ES0124244E34
-,2020-09-21,Micro Focus Intl,GB00BJ1F4N75
+,2020-09-21,Nel,NO0010081235
-,2020-09-21,Neles,FI4000440664
-,2020-09-21,OML,ZAE000255360
-,2020-09-21,Redrow,GB00BG11K365
+,2020-09-21,SoftwareOne Hldg,CH0496451508
+,2020-09-21,Soitec,FR0013227113
+,2020-09-21,Stadler Rail,CH0002178181
-,2020-09-21,TGS,NO0003078800
-,2020-09-21,TUI,DE000TUAG505
+,2020-09-21,Varta,DE000A0TGJ55
-,2020-09-21,Vistry Group,GB0001859296
+,2020-08-07,Metso,FI0009014575
-,2020-08-07,UBI Banca,IT0003487029
+,2020-07-01,Neles,FI4000440664
-,2020-07-01,Neles,FI4000440664
+,2020-06-30,PHP UK,GB00BYRJ5J14
-,2020-06-30,Wirecard,DE0007472060
+,2020-06-22,Addtech,SE0014781795
+,2020-06-22,Adevinta,NO0010844038
-,2020-06-22,Aggreko,GB00BK1PTB77
+,2020-06-22,Assura,GB00BVGBWW93
-,2020-06-22,Avolta,CH0023405456
+,2020-06-22,Axfood,SE0006993770
+,2020-06-22,BCV Group,CH0531751755
+,2020-06-22,Billerud AB,SE0000862997
+,2020-06-22,Cancom,DE0005419105
-,2020-06-22,Capta,GB00B23K0M20
+,2020-06-22,Centamin,JE00B5TT1872
-,2020-06-22,Cineworld Grp,GB00B15FWH70
-,2020-06-22,Countryside,GB00BYPHNG03
+,2020-06-22,Cranswick,GB0002318888
-,2020-06-22,Eutelsat Com,FR0010221234
+,2020-06-22,Gerresheimer,DE000A0LD6E6
+,2020-06-22,Grainger,GB00B04V1276
-,2020-06-22,Hammerson,GB00BRJQ8J25
-,2020-06-22,Hugo Boss,DE000A1PHFF7
+,2020-06-22,Idorsia,CH0363463438
-,2020-06-22,Immofinanz,AT0000A21KS2
-,2020-06-22,Investec,GB00B17BBQ50
-,2020-06-22,John Wood,GB00B5N0P849
+,2020-06-22,Latour,SE0010100958
+,2020-06-22,Lifco,SE0015949201
-,2020-06-22,METRO,DE000BFB0019
+,2020-06-22,Netcompany Group,DK0060952919
-,2020-06-22,Osram Licht,DE000LED4000
-,2020-06-22,Pargesa,CH0021783391
+,2020-06-22,ROCKWOOL,DK0010219153
-,2020-06-22,Saipem,IT0005495657
-,2020-06-22,Santander BP,PLBZ00000044
+,2020-06-22,Sinch,SE0016101844
-,2020-06-22,SSP Group,GB00BGBN7C04
-,2020-06-22,Subsea 7,LU0075646355
+,2020-06-22,Thule Group,SE0006422390
+,2020-06-22,Viscofan,ES0184262212
-,2020-06-22,VMUK,GB00BD6GN030
+,2020-06-22,Wallenstam,SE0017780133
-,2020-06-22,WH Smith,GB00B2PDGW16
-,2020-06-16,BME Holding,ES0115056139
+,2020-06-16,Sweco,SE0014960373
-,2020-03-24,Electrolux Profe,SE0013747870
+,2020-03-23,Acciona,ES0125220311
-,2020-03-23,AIB Group,IE00BF0L3536
-,2020-03-23,Air France KLM,FR001400J770
-,2020-03-23,Altran Tech,FR0000034639
-,2020-03-23,Bankia,ES0113307062
+,2020-03-23,BAWAG Grp,AT0000BAWAG2
+,2020-03-23,BE Semiconductor,NL0012866412
-,2020-03-23,Casino,FR001400OKR3
+,2020-03-23,Countryside,GB00BYPHNG03
+,2020-03-23,Entra,NO0010716418
+,2020-03-23,Games Workshop,GB0003718474
+,2020-03-23,Genus,GB0002074580
-,2020-03-23,Hella,DE000A13SX22
-,2020-03-23,JCDecaux,FR0000077919
+,2020-03-23,Jeux,FR0013451333
-,2020-03-23,Jupiter Fund,GB00B53P2009
-,2020-03-23,K&S,DE000KSAG888
-,2020-03-23,Lagardere,FR0000130213
-,2020-03-23,NMC Health,GB00B7FC0762
-,2020-03-23,Oc Oerlikon,CH0000816824
-,2020-03-23,Pirelli and C,IT0005278236
+,2020-03-23,Rational,DE0007010803
+,2020-03-23,Redrow,GB00BG11K365
+,2020-03-23,Samhall Norden,SE0009554454
+,2020-03-23,TeamViewer,DE000A2YN900
-,2020-03-23,Telenet Grp Hldg,BE0003826436
+,2020-03-23,Trainline,GB00BKDTK925
-,2020-03-23,Tullow,GB0001500809
+,2020-03-23,Vistry Group,GB0001859296
+,2020-03-23,Wihlborgs,SE0018012635
+,2020-03-18,Electrolux Profe,SE0013747870
-,2020-03-17,ams OSRAM,CH0513825809
-,2020-03-17,Ninety One,GB00BJHPLV88
+,2020-03-16,ams OSRAM,CH0513825809
+,2020-03-16,Ninety One,GB00BJHPLV88
+,2020-02-03,Diploma,GB0001826634
-,2020-02-03,Just Eat,GB00BKX5CN86
+,2020-01-17,Bakkafrost,FO0000000179
-,2020-01-17,Cobham,GB00B07KD360
+,2019-12-23,Avast,GB00BDD85M81
-,2019-12-23,Balfour Beatty,GB0000961622
-,2019-12-23,BB Biotech,CH0038389992
-,2019-12-23,Bucher,CH0002432174
+,2019-12-23,Eqtt,SE0012853455
+,2019-12-23,Evolution AB,SE0012673267
-,2019-12-23,Gerresheimer,DE000A0LD6E6
+,2019-12-23,Hellofresh,DE000A161408
-,2019-12-23,Konecranes,FI0009005870
+,2019-12-23,Ntwrk Intl Hldg,GB00BH3VJ782
-,2019-12-23,PGNiG,PLPGNIG00014
-,2019-12-23,RTL Group,LU0061462528
+,2019-12-23,SIG Grp,CH0435377954
+,2019-12-23,TP ICAP Group,JE00BMDZN391
+,2019-12-04,Holmen,SE0011090018
-,2019-12-04,Inmarsat Grp,GB00B09LSH68
+,2019-11-04,Kojamo,FI4000312251
-,2019-11-04,Merlin Ent,GB00BDZT6P94
-,2019-10-31,Greene Kin,GB00B0HZP136
+,2019-10-31,Prosus,NL0013654783
-,2019-10-22,Viscofan,ES0184262212
+,2019-10-21,M&G,GB00BKFB1C65
+,2019-09-23,Aedifica,BE0003851681
+,2019-09-23,Allreal Hldg,CH0008837566
