Date,Company,ISIN,Rf (%)
2024-02-29,Zhongsheng Group Holdings Ltd,KYG9894K1085,5.39
2024-02-29,Hengan International Group Company Ltd,KYG4402L1510,5.39
2024-02-29,New World Dev,HK0000608585,5.39
2024-02-29,Country Garde,KYG2453A1085,5.39
2024-03-28,Tencent Holdings Ltd,KYG875721634,5.37
2024-03-28,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.37
2024-03-28,Alibaba Group Holding Ltd,KYG017191142,5.37
2024-03-28,China Mobile Ltd,HK0941009539,5.37
2024-03-28,Bank of China Ltd,CNE1000001Z5,5.37
2024-03-28,China Construction Bank Corp,CNE1000002H1,5.37
2024-03-28,HSBC Holdings PLC,GB0005405286,5.37
2024-03-28,PetroChina Co Ltd,CNE1000003W8,5.37
2024-03-28,Xiaomi Corp,KYG9830T1067,5.37
2024-03-28,BYD Co Ltd,CNE100000296,5.37
2024-03-28,China Merchants Bank Co Ltd,CNE1000002M1,5.37
2024-03-28,China Life Insurance Co Ltd,CNE1000002L3,5.37
2024-03-28,Meituan,KYG596691041,5.37
2024-03-28,Ping An Insurance Group Co of China Ltd,CNE1000003X6,5.37
2024-03-28,CNOOC Ltd,HK0883013259,5.37
2024-03-28,China Shenhua Energy Co Ltd,CNE1000002R0,5.37
2024-03-28,China Petroleum & Chemical Corp,CNE1000002Q2,5.37
2024-03-28,AIA Group Ltd,HK0000069689,5.37
2024-03-28,Semiconductor Manufacturing International Corp,KYG8020E1199,5.37
2024-03-28,JD.Com Inc,KYG8208B1014,5.37
2024-03-28,NetEase Inc,KYG6427A1022,5.37
2024-03-28,Zijin Mining Group Co Ltd,CNE100000502,5.37
2024-03-28,Hong Kong Exchanges and Clearing Ltd,HK0388045442,5.37
2024-03-28,Nongfu Spring Co Ltd,CNE100004272,5.37
2024-03-28,Trip.com Group Ltd,KYG9066F1019,5.37
2024-03-28,China Unicom Hong Kong Ltd,HK0000049939,5.37
2024-03-28,BOC Hong Kong Holdings Ltd,HK2388011192,5.37
2024-03-28,CITIC Ltd,HK0267001375,5.37
2024-03-28,Haier Smart Home Co Ltd,CNE1000048K8,5.37
2024-03-28,ANTA Sports Products Ltd,KYG040111059,5.37
2024-03-28,Baidu Inc,KYG070341048,5.37
2024-03-28,Li Auto Inc,KYG5479M1050,5.37
2024-03-28,Sun Hung Kai Properties Ltd,HK0016000132,5.37
2024-03-28,Hang Seng Bank Ltd,HK0011000095,5.37
2024-03-28,Techtronic Industries Co Ltd,HK0669013440,5.37
2024-03-28,WuXi AppTec Co Ltd,CNE100003F19,5.37
2024-03-28,China Resources Land Ltd,KYG2108Y1052,5.37
2024-03-28,Geely Automobile Holdings Ltd,KYG3777B1032,5.37
2024-03-28,CLP Holdings Ltd,HK0002007356,5.37
2024-03-28,Lenovo Group Ltd,HK0992009065,5.37
2024-03-28,MTR Corp Ltd,HK0066009694,5.37
2024-03-28,China Overseas Land & Investment Ltd,HK0688002218,5.37
2024-03-28,CK Hutchison Holdings Ltd,KYG217651051,5.37
2024-03-28,Sands China Ltd,KYG7800X1079,5.37
2024-03-28,Galaxy Entertainment Group Ltd,HK0027032686,5.37
2024-03-28,CK Infrastructure Holdings Ltd,BMG2178K1009,5.37
2024-03-28,CK Asset Holdings Ltd,KYG2177B1014,5.37
2024-03-28,China Hongqiao Group Ltd,KYG211501005,5.37
2024-03-28,JD Health International Inc,KYG5074A1004,5.37
2024-03-28,Hong Kong and China Gas Co Ltd,HK0003000038,5.37
2024-03-28,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,5.37
2024-03-28,Power Assets Holdings Ltd,HK0006000050,5.37
2024-03-28,Budweiser Brewing Company APAC Ltd,KYG1674K1013,5.37
2024-03-28,Henderson Land Development Co Ltd,HK0012000102,5.37
2024-03-28,Sunny Optical Technology Group Co Ltd,KYG8586D1097,5.37
2024-03-28,WuXi Biologics (Cayman) Inc,KYG970081173,5.37
2024-03-28,China Resources Power Holdings Co Ltd,HK0836012952,5.37
2024-03-28,Alibaba Health Information Technology Ltd,BMG0171K1018,5.37
2024-03-28,Link Real Estate Investment Trust,HK0823032773,5.37
2024-03-28,Shenzhou International Group Holdings Ltd,KYG8087W1015,5.37
2024-03-28,Haidilao International Holding Ltd,KYG4290A1013,5.37
2024-03-28,China Resources Beer Holdings Co Ltd,HK0291001490,5.37
2024-03-28,Chow Tai Fook Jewellery Group Ltd,KYG211461085,5.37
2024-03-28,WH Group Ltd,KYG960071028,5.37
2024-03-28,Longfor Group Holdings Ltd,KYG5635P1090,5.37
2024-03-28,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,5.37
2024-03-28,Orient Overseas (International) Ltd,BMG677491539,5.37
2024-03-28,China Mengniu Dairy Co Ltd,KYG210961051,5.37
2024-03-28,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,5.37
2024-03-28,Sino Biopharmaceutical Ltd,KYG8167W1380,5.37
2024-03-28,Sinopharm Group Co Ltd,CNE100000FN7,5.37
2024-03-28,Wharf Real Estate Investment Company Ltd,KYG9593A1040,5.37
2024-03-28,ENN Energy Holdings Ltd,KYG3066L1014,5.37
2024-03-28,CSPC Pharmaceutical Group Ltd,HK1093012172,5.37
2024-03-28,Li Ning Co Ltd,KYG5496K1242,5.37
2024-03-28,Xinyi Glass Holdings Ltd,KYG9828G1082,5.37
2024-03-28,Hang Lung Properties Ltd,HK0101000591,5.37
2024-03-28,Xinyi Solar Holdings Ltd,KYG9829N1025,5.37
2024-03-28,Zhongsheng Group Holdings Ltd,KYG9894K1085,5.37
2024-03-28,Hengan International Group Company Ltd,KYG4402L1510,5.37
2024-03-28,New World Dev,HK0000608585,5.37
2024-03-28,Country Garde,KYG2453A1085,5.37
2024-04-30,Tencent Holdings Ltd,KYG875721634,5.39
2024-04-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.39
2024-04-30,Alibaba Group Holding Ltd,KYG017191142,5.39
2024-04-30,China Mobile Ltd,HK0941009539,5.39
2024-04-30,Bank of China Ltd,CNE1000001Z5,5.39
2024-04-30,China Construction Bank Corp,CNE1000002H1,5.39
2024-04-30,HSBC Holdings PLC,GB0005405286,5.39
2024-04-30,PetroChina Co Ltd,CNE1000003W8,5.39
2024-04-30,Xiaomi Corp,KYG9830T1067,5.39
2024-04-30,BYD Co Ltd,CNE100000296,5.39
2024-04-30,China Merchants Bank Co Ltd,CNE1000002M1,5.39
2024-04-30,China Life Insurance Co Ltd,CNE1000002L3,5.39
2024-04-30,Meituan,KYG596691041,5.39
2024-04-30,Ping An Insurance Group Co of China Ltd,CNE1000003X6,5.39
2024-04-30,CNOOC Ltd,HK0883013259,5.39
2024-04-30,China Shenhua Energy Co Ltd,CNE1000002R0,5.39
2024-04-30,China Petroleum & Chemical Corp,CNE1000002Q2,5.39
2024-04-30,AIA Group Ltd,HK0000069689,5.39
2024-04-30,Semiconductor Manufacturing International Corp,KYG8020E1199,5.39
2024-04-30,JD.Com Inc,KYG8208B1014,5.39
2024-04-30,NetEase Inc,KYG6427A1022,5.39
2024-04-30,Zijin Mining Group Co Ltd,CNE100000502,5.39
2024-04-30,Hong Kong Exchanges and Clearing Ltd,HK0388045442,5.39
2024-04-30,Nongfu Spring Co Ltd,CNE100004272,5.39
2024-04-30,Trip.com Group Ltd,KYG9066F1019,5.39
2024-04-30,China Unicom Hong Kong Ltd,HK0000049939,5.39
2024-04-30,BOC Hong Kong Holdings Ltd,HK2388011192,5.39
2024-04-30,CITIC Ltd,HK0267001375,5.39
2024-04-30,Haier Smart Home Co Ltd,CNE1000048K8,5.39
2024-04-30,ANTA Sports Products Ltd,KYG040111059,5.39
2024-04-30,Baidu Inc,KYG070341048,5.39
2024-04-30,Li Auto Inc,KYG5479M1050,5.39
2024-04-30,Sun Hung Kai Properties Ltd,HK0016000132,5.39
2024-04-30,Hang Seng Bank Ltd,HK0011000095,5.39
2024-04-30,Techtronic Industries Co Ltd,HK0669013440,5.39
2024-04-30,WuXi AppTec Co Ltd,CNE100003F19,5.39
2024-04-30,China Resources Land Ltd,KYG2108Y1052,5.39
2024-04-30,Geely Automobile Holdings Ltd,KYG3777B1032,5.39
2024-04-30,CLP Holdings Ltd,HK0002007356,5.39
2024-04-30,Lenovo Group Ltd,HK0992009065,5.39
2024-04-30,MTR Corp Ltd,HK0066009694,5.39
2024-04-30,China Overseas Land & Investment Ltd,HK0688002218,5.39
2024-04-30,CK Hutchison Holdings Ltd,KYG217651051,5.39
2024-04-30,Sands China Ltd,KYG7800X1079,5.39
2024-04-30,Galaxy Entertainment Group Ltd,HK0027032686,5.39
2024-04-30,CK Infrastructure Holdings Ltd,BMG2178K1009,5.39
2024-04-30,CK Asset Holdings Ltd,KYG2177B1014,5.39
2024-04-30,China Hongqiao Group Ltd,KYG211501005,5.39
2024-04-30,JD Health International Inc,KYG5074A1004,5.39
2024-04-30,Hong Kong and China Gas Co Ltd,HK0003000038,5.39
2024-04-30,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,5.39
2024-04-30,Power Assets Holdings Ltd,HK0006000050,5.39
2024-04-30,Budweiser Brewing Company APAC Ltd,KYG1674K1013,5.39
2024-04-30,Henderson Land Development Co Ltd,HK0012000102,5.39
2024-04-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,5.39
2024-04-30,WuXi Biologics (Cayman) Inc,KYG970081173,5.39
2024-04-30,China Resources Power Holdings Co Ltd,HK0836012952,5.39
2024-04-30,Alibaba Health Information Technology Ltd,BMG0171K1018,5.39
2024-04-30,Link Real Estate Investment Trust,HK0823032773,5.39
2024-04-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,5.39
2024-04-30,Haidilao International Holding Ltd,KYG4290A1013,5.39
2024-04-30,China Resources Beer Holdings Co Ltd,HK0291001490,5.39
2024-04-30,Chow Tai Fook Jewellery Group Ltd,KYG211461085,5.39
2024-04-30,WH Group Ltd,KYG960071028,5.39
2024-04-30,Longfor Group Holdings Ltd,KYG5635P1090,5.39
2024-04-30,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,5.39
2024-04-30,Orient Overseas (International) Ltd,BMG677491539,5.39
2024-04-30,China Mengniu Dairy Co Ltd,KYG210961051,5.39
2024-04-30,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,5.39
2024-04-30,Sino Biopharmaceutical Ltd,KYG8167W1380,5.39
2024-04-30,Sinopharm Group Co Ltd,CNE100000FN7,5.39
2024-04-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,5.39
2024-04-30,ENN Energy Holdings Ltd,KYG3066L1014,5.39
2024-04-30,CSPC Pharmaceutical Group Ltd,HK1093012172,5.39
2024-04-30,Li Ning Co Ltd,KYG5496K1242,5.39
2024-04-30,Xinyi Glass Holdings Ltd,KYG9828G1082,5.39
2024-04-30,Hang Lung Properties Ltd,HK0101000591,5.39
2024-04-30,Xinyi Solar Holdings Ltd,KYG9829N1025,5.39
2024-04-30,Zhongsheng Group Holdings Ltd,KYG9894K1085,5.39
2024-04-30,Hengan International Group Company Ltd,KYG4402L1510,5.39
2024-04-30,New World Dev,HK0000608585,5.39
2024-04-30,Country Garde,KYG2453A1085,5.39
2024-05-31,Tencent Holdings Ltd,KYG875721634,5.39
2024-05-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.39
2024-05-31,Alibaba Group Holding Ltd,KYG017191142,5.39
2024-05-31,China Mobile Ltd,HK0941009539,5.39
2024-05-31,Bank of China Ltd,CNE1000001Z5,5.39
2024-05-31,China Construction Bank Corp,CNE1000002H1,5.39
2024-05-31,HSBC Holdings PLC,GB0005405286,5.39
2024-05-31,PetroChina Co Ltd,CNE1000003W8,5.39
2024-05-31,Xiaomi Corp,KYG9830T1067,5.39
2024-05-31,BYD Co Ltd,CNE100000296,5.39
2024-05-31,China Merchants Bank Co Ltd,CNE1000002M1,5.39
2024-05-31,China Life Insurance Co Ltd,CNE1000002L3,5.39
2024-05-31,Meituan,KYG596691041,5.39
2024-05-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,5.39
2024-05-31,CNOOC Ltd,HK0883013259,5.39
2024-05-31,China Shenhua Energy Co Ltd,CNE1000002R0,5.39
2024-05-31,China Petroleum & Chemical Corp,CNE1000002Q2,5.39
2024-05-31,AIA Group Ltd,HK0000069689,5.39
2024-05-31,Semiconductor Manufacturing International Corp,KYG8020E1199,5.39
2024-05-31,JD.Com Inc,KYG8208B1014,5.39
2024-05-31,NetEase Inc,KYG6427A1022,5.39
2024-05-31,Zijin Mining Group Co Ltd,CNE100000502,5.39
2024-05-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,5.39
2024-05-31,Nongfu Spring Co Ltd,CNE100004272,5.39
2024-05-31,Trip.com Group Ltd,KYG9066F1019,5.39
2024-05-31,China Unicom Hong Kong Ltd,HK0000049939,5.39
2024-05-31,BOC Hong Kong Holdings Ltd,HK2388011192,5.39
2024-05-31,CITIC Ltd,HK0267001375,5.39
2024-05-31,Haier Smart Home Co Ltd,CNE1000048K8,5.39
2024-05-31,ANTA Sports Products Ltd,KYG040111059,5.39
2024-05-31,Baidu Inc,KYG070341048,5.39
2024-05-31,Li Auto Inc,KYG5479M1050,5.39
2024-05-31,Sun Hung Kai Properties Ltd,HK0016000132,5.39
2024-05-31,Hang Seng Bank Ltd,HK0011000095,5.39
2024-05-31,Techtronic Industries Co Ltd,HK0669013440,5.39
2024-05-31,WuXi AppTec Co Ltd,CNE100003F19,5.39
2024-05-31,China Resources Land Ltd,KYG2108Y1052,5.39
2024-05-31,Geely Automobile Holdings Ltd,KYG3777B1032,5.39
2024-05-31,CLP Holdings Ltd,HK0002007356,5.39
2024-05-31,Lenovo Group Ltd,HK0992009065,5.39
2024-05-31,MTR Corp Ltd,HK0066009694,5.39
2024-05-31,China Overseas Land & Investment Ltd,HK0688002218,5.39
2024-05-31,CK Hutchison Holdings Ltd,KYG217651051,5.39
2024-05-31,Sands China Ltd,KYG7800X1079,5.39
2024-05-31,Galaxy Entertainment Group Ltd,HK0027032686,5.39
2024-05-31,CK Infrastructure Holdings Ltd,BMG2178K1009,5.39
2024-05-31,CK Asset Holdings Ltd,KYG2177B1014,5.39
2024-05-31,China Hongqiao Group Ltd,KYG211501005,5.39
2024-05-31,JD Health International Inc,KYG5074A1004,5.39
2024-05-31,Hong Kong and China Gas Co Ltd,HK0003000038,5.39
2024-05-31,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,5.39
2024-05-31,Power Assets Holdings Ltd,HK0006000050,5.39
2024-05-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,5.39
2024-05-31,Henderson Land Development Co Ltd,HK0012000102,5.39
2024-05-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,5.39
2024-05-31,WuXi Biologics (Cayman) Inc,KYG970081173,5.39
2024-05-31,China Resources Power Holdings Co Ltd,HK0836012952,5.39
2024-05-31,Alibaba Health Information Technology Ltd,BMG0171K1018,5.39
2024-05-31,Link Real Estate Investment Trust,HK0823032773,5.39
2024-05-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,5.39
2024-05-31,Haidilao International Holding Ltd,KYG4290A1013,5.39
2024-05-31,China Resources Beer Holdings Co Ltd,HK0291001490,5.39
2024-05-31,Chow Tai Fook Jewellery Group Ltd,KYG211461085,5.39
2024-05-31,WH Group Ltd,KYG960071028,5.39
2024-05-31,Longfor Group Holdings Ltd,KYG5635P1090,5.39
2024-05-31,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,5.39
2024-05-31,Orient Overseas (International) Ltd,BMG677491539,5.39
2024-05-31,China Mengniu Dairy Co Ltd,KYG210961051,5.39
2024-05-31,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,5.39
2024-05-31,Sino Biopharmaceutical Ltd,KYG8167W1380,5.39
2024-05-31,Sinopharm Group Co Ltd,CNE100000FN7,5.39
2024-05-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,5.39
2024-05-31,ENN Energy Holdings Ltd,KYG3066L1014,5.39
2024-05-31,CSPC Pharmaceutical Group Ltd,HK1093012172,5.39
2024-05-31,Li Ning Co Ltd,KYG5496K1242,5.39
2024-05-31,Xinyi Glass Holdings Ltd,KYG9828G1082,5.39
2024-05-31,Hang Lung Properties Ltd,HK0101000591,5.39
2024-05-31,Xinyi Solar Holdings Ltd,KYG9829N1025,5.39
2024-05-31,Zhongsheng Group Holdings Ltd,KYG9894K1085,5.39
2024-05-31,Hengan International Group Company Ltd,KYG4402L1510,5.39
2024-05-31,New World Dev,HK0000608585,5.39
2024-05-31,Country Garde,KYG2453A1085,5.39
2024-06-28,Tencent Holdings Ltd,KYG875721634,5.36
2024-06-28,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.36
2024-06-28,Alibaba Group Holding Ltd,KYG017191142,5.36
2024-06-28,China Mobile Ltd,HK0941009539,5.36
2024-06-28,Bank of China Ltd,CNE1000001Z5,5.36
2024-06-28,China Construction Bank Corp,CNE1000002H1,5.36
2024-06-28,HSBC Holdings PLC,GB0005405286,5.36
2024-06-28,PetroChina Co Ltd,CNE1000003W8,5.36
2024-06-28,Xiaomi Corp,KYG9830T1067,5.36
2024-06-28,BYD Co Ltd,CNE100000296,5.36
2024-06-28,China Merchants Bank Co Ltd,CNE1000002M1,5.36
2024-06-28,China Life Insurance Co Ltd,CNE1000002L3,5.36
2024-06-28,Meituan,KYG596691041,5.36
2024-06-28,Ping An Insurance Group Co of China Ltd,CNE1000003X6,5.36
2024-06-28,CNOOC Ltd,HK0883013259,5.36
2024-06-28,China Shenhua Energy Co Ltd,CNE1000002R0,5.36
2024-06-28,China Petroleum & Chemical Corp,CNE1000002Q2,5.36
2024-06-28,AIA Group Ltd,HK0000069689,5.36
2024-06-28,Semiconductor Manufacturing International Corp,KYG8020E1199,5.36
2024-06-28,JD.Com Inc,KYG8208B1014,5.36
2024-06-28,NetEase Inc,KYG6427A1022,5.36
2024-06-28,Zijin Mining Group Co Ltd,CNE100000502,5.36
2024-06-28,Hong Kong Exchanges and Clearing Ltd,HK0388045442,5.36
2024-06-28,Nongfu Spring Co Ltd,CNE100004272,5.36
2024-06-28,Trip.com Group Ltd,KYG9066F1019,5.36
2024-06-28,China Unicom Hong Kong Ltd,HK0000049939,5.36
2024-06-28,BOC Hong Kong Holdings Ltd,HK2388011192,5.36
2024-06-28,CITIC Ltd,HK0267001375,5.36
2024-06-28,Haier Smart Home Co Ltd,CNE1000048K8,5.36
2024-06-28,ANTA Sports Products Ltd,KYG040111059,5.36
2024-06-28,Baidu Inc,KYG070341048,5.36
2024-06-28,Li Auto Inc,KYG5479M1050,5.36
2024-06-28,Sun Hung Kai Properties Ltd,HK0016000132,5.36
2024-06-28,Hang Seng Bank Ltd,HK0011000095,5.36
2024-06-28,Techtronic Industries Co Ltd,HK0669013440,5.36
2024-06-28,WuXi AppTec Co Ltd,CNE100003F19,5.36
2024-06-28,China Resources Land Ltd,KYG2108Y1052,5.36
2024-06-28,Geely Automobile Holdings Ltd,KYG3777B1032,5.36
2024-06-28,CLP Holdings Ltd,HK0002007356,5.36
2024-06-28,Lenovo Group Ltd,HK0992009065,5.36
2024-06-28,MTR Corp Ltd,HK0066009694,5.36
2024-06-28,China Overseas Land & Investment Ltd,HK0688002218,5.36
2024-06-28,CK Hutchison Holdings Ltd,KYG217651051,5.36
2024-06-28,Sands China Ltd,KYG7800X1079,5.36
2024-06-28,Galaxy Entertainment Group Ltd,HK0027032686,5.36
2024-06-28,CK Infrastructure Holdings Ltd,BMG2178K1009,5.36
2024-06-28,BYD Electronic International Co Ltd,HK0285041858,5.36
2024-06-28,CK Asset Holdings Ltd,KYG2177B1014,5.36
2024-06-28,China Hongqiao Group Ltd,KYG211501005,5.36
2024-06-28,JD Health International Inc,KYG5074A1004,5.36
2024-06-28,Hong Kong and China Gas Co Ltd,HK0003000038,5.36
2024-06-28,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,5.36
2024-06-28,Power Assets Holdings Ltd,HK0006000050,5.36
2024-06-28,Budweiser Brewing Company APAC Ltd,KYG1674K1013,5.36
2024-06-28,Henderson Land Development Co Ltd,HK0012000102,5.36
2024-06-28,Sunny Optical Technology Group Co Ltd,KYG8586D1097,5.36
2024-06-28,WuXi Biologics (Cayman) Inc,KYG970081173,5.36
2024-06-28,China Resources Power Holdings Co Ltd,HK0836012952,5.36
2024-06-28,Alibaba Health Information Technology Ltd,BMG0171K1018,5.36
2024-06-28,Link Real Estate Investment Trust,HK0823032773,5.36
2024-06-28,Shenzhou International Group Holdings Ltd,KYG8087W1015,5.36
2024-06-28,Haidilao International Holding Ltd,KYG4290A1013,5.36
2024-06-28,China Resources Beer Holdings Co Ltd,HK0291001490,5.36
2024-06-28,Chow Tai Fook Jewellery Group Ltd,KYG211461085,5.36
2024-06-28,WH Group Ltd,KYG960071028,5.36
2024-06-28,Longfor Group Holdings Ltd,KYG5635P1090,5.36
2024-06-28,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,5.36
2024-06-28,Orient Overseas (International) Ltd,BMG677491539,5.36
2024-06-28,China Mengniu Dairy Co Ltd,KYG210961051,5.36
2024-06-28,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,5.36
2024-06-28,Sino Biopharmaceutical Ltd,KYG8167W1380,5.36
2024-06-28,Sinopharm Group Co Ltd,CNE100000FN7,5.36
2024-06-28,Wharf Real Estate Investment Company Ltd,KYG9593A1040,5.36
2024-06-28,ENN Energy Holdings Ltd,KYG3066L1014,5.36
2024-06-28,CSPC Pharmaceutical Group Ltd,HK1093012172,5.36
2024-06-28,Li Ning Co Ltd,KYG5496K1242,5.36
2024-06-28,Xinyi Glass Holdings Ltd,KYG9828G1082,5.36
2024-06-28,Hang Lung Properties Ltd,HK0101000591,5.36
2024-06-28,Xinyi Solar Holdings Ltd,KYG9829N1025,5.36
2024-06-28,Zhongsheng Group Holdings Ltd,KYG9894K1085,5.36
2024-06-28,Hengan International Group Company Ltd,KYG4402L1510,5.36
2024-06-28,New World Dev,HK0000608585,5.36
2024-07-31,Tencent Holdings Ltd,KYG875721634,5.29
2024-07-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.29
2024-07-31,Alibaba Group Holding Ltd,KYG017191142,5.29
2024-07-31,China Mobile Ltd,HK0941009539,5.29
2024-07-31,Bank of China Ltd,CNE1000001Z5,5.29
2024-07-31,China Construction Bank Corp,CNE1000002H1,5.29
2024-07-31,HSBC Holdings PLC,GB0005405286,5.29
2024-07-31,PetroChina Co Ltd,CNE1000003W8,5.29
2024-07-31,Xiaomi Corp,KYG9830T1067,5.29
2024-07-31,BYD Co Ltd,CNE100000296,5.29
2024-07-31,China Merchants Bank Co Ltd,CNE1000002M1,5.29
2024-07-31,China Life Insurance Co Ltd,CNE1000002L3,5.29
2024-07-31,Meituan,KYG596691041,5.29
2024-07-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,5.29
2024-07-31,CNOOC Ltd,HK0883013259,5.29
2024-07-31,China Shenhua Energy Co Ltd,CNE1000002R0,5.29
2024-07-31,China Petroleum & Chemical Corp,CNE1000002Q2,5.29
2024-07-31,AIA Group Ltd,HK0000069689,5.29
2024-07-31,Semiconductor Manufacturing International Corp,KYG8020E1199,5.29
2024-07-31,JD.Com Inc,KYG8208B1014,5.29
2024-07-31,NetEase Inc,KYG6427A1022,5.29
2024-07-31,Zijin Mining Group Co Ltd,CNE100000502,5.29
2024-07-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,5.29
2024-07-31,Nongfu Spring Co Ltd,CNE100004272,5.29
2024-07-31,Trip.com Group Ltd,KYG9066F1019,5.29
2024-07-31,China Unicom Hong Kong Ltd,HK0000049939,5.29
2024-07-31,BOC Hong Kong Holdings Ltd,HK2388011192,5.29
2024-07-31,CITIC Ltd,HK0267001375,5.29
2024-07-31,Haier Smart Home Co Ltd,CNE1000048K8,5.29
2024-07-31,ANTA Sports Products Ltd,KYG040111059,5.29
2024-07-31,Baidu Inc,KYG070341048,5.29
2024-07-31,Li Auto Inc,KYG5479M1050,5.29
2024-07-31,Sun Hung Kai Properties Ltd,HK0016000132,5.29
2024-07-31,Hang Seng Bank Ltd,HK0011000095,5.29
2024-07-31,Techtronic Industries Co Ltd,HK0669013440,5.29
2024-07-31,WuXi AppTec Co Ltd,CNE100003F19,5.29
2024-07-31,China Resources Land Ltd,KYG2108Y1052,5.29
2024-07-31,Geely Automobile Holdings Ltd,KYG3777B1032,5.29
2024-07-31,CLP Holdings Ltd,HK0002007356,5.29
2024-07-31,Lenovo Group Ltd,HK0992009065,5.29
2024-07-31,MTR Corp Ltd,HK0066009694,5.29
2024-07-31,China Overseas Land & Investment Ltd,HK0688002218,5.29
2024-07-31,CK Hutchison Holdings Ltd,KYG217651051,5.29
2024-07-31,Sands China Ltd,KYG7800X1079,5.29
2024-07-31,Galaxy Entertainment Group Ltd,HK0027032686,5.29
2024-07-31,CK Infrastructure Holdings Ltd,BMG2178K1009,5.29
2024-07-31,BYD Electronic International Co Ltd,HK0285041858,5.29
2024-07-31,CK Asset Holdings Ltd,KYG2177B1014,5.29
2024-07-31,China Hongqiao Group Ltd,KYG211501005,5.29
2024-07-31,JD Health International Inc,KYG5074A1004,5.29
2024-07-31,Hong Kong and China Gas Co Ltd,HK0003000038,5.29
2024-07-31,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,5.29
2024-07-31,Power Assets Holdings Ltd,HK0006000050,5.29
2024-07-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,5.29
2024-07-31,Henderson Land Development Co Ltd,HK0012000102,5.29
2024-07-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,5.29
2024-07-31,WuXi Biologics (Cayman) Inc,KYG970081173,5.29
2024-07-31,China Resources Power Holdings Co Ltd,HK0836012952,5.29
2024-07-31,Alibaba Health Information Technology Ltd,BMG0171K1018,5.29
2024-07-31,Link Real Estate Investment Trust,HK0823032773,5.29
2024-07-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,5.29
2024-07-31,Haidilao International Holding Ltd,KYG4290A1013,5.29
2024-07-31,China Resources Beer Holdings Co Ltd,HK0291001490,5.29
2024-07-31,Chow Tai Fook Jewellery Group Ltd,KYG211461085,5.29
2024-07-31,WH Group Ltd,KYG960071028,5.29
2024-07-31,Longfor Group Holdings Ltd,KYG5635P1090,5.29
2024-07-31,China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,5.29
2024-07-31,Orient Overseas (International) Ltd,BMG677491539,5.29
2024-07-31,China Mengniu Dairy Co Ltd,KYG210961051,5.29
2024-07-31,Tingyi (Cayman Islands) Holding Corp,KYG8878S1030,5.29
2024-07-31,Sino Biopharmaceutical Ltd,KYG8167W1380,5.29
2024-07-31,Sinopharm Group Co Ltd,CNE100000FN7,5.29
2024-07-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,5.29
2024-07-31,ENN Energy Holdings Ltd,KYG3066L1014,5.29
2024-07-31,CSPC Pharmaceutical Group Ltd,HK1093012172,5.29
2024-07-31,Li Ning Co Ltd,KYG5496K1242,5.29
2024-07-31,Xinyi Glass Holdings Ltd,KYG9828G1082,5.29
2024-07-31,Hang Lung Properties Ltd,HK0101000591,5.29
2024-07-31,Xinyi Solar Holdings Ltd,KYG9829N1025,5.29
2024-07-31,Zhongsheng Group Holdings Ltd,KYG9894K1085,5.29
2024-07-31,Hengan International Group Company Ltd,KYG4402L1510,5.29
2024-07-31,New World Dev,HK0000608585,5.29
2024-08-30,Tencent Holdings Ltd,KYG875721634,5.11
2024-08-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,5.11
2024-08-30,Alibaba Group Holding Ltd,KYG017191142,5.11
2024-08-30,China Mobile Ltd,HK0941009539,5.11
